conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:7738_conv:15476,devastated,"['annoyed', 'surprised', 'hopeful']",annoyed,
hit:9745_conv:19490,impressed,"['excited', 'hopeful', 'proud']",excited,
hit:11213_conv:22426,anticipating,"['excited', 'grateful', 'hopeful']",excited,
hit:4270_conv:8541,sad,"['sad', ' hopeful', ' concerned']",sad,1.0
hit:7738_conv:15476,devastated,"['annoyed', ' hopeful', ' caring']",annoyed,
hit:7971_conv:15943,afraid,"['lonely', 'sad', 'embarrassed']",lonely,
hit:8385_conv:16771,guilty,"['disappointed', 'sad', 'content']",disappointed,
hit:9976_conv:19953,content,"['excited', 'hopeful', 'content']",excited,3.0
hit:11803_conv:23606,joyful,"['excited', ' grateful', ' hopeful']",excited,
hit:5868_conv:11737,disappointed,"['angry', 'sad', 'frustrated']",angry,
hit:6512_conv:13024,disgusted,"['disgusted', 'surprised', 'annoyed']",disgusted,1.0
hit:9127_conv:18254,proud,"['proud', ' impressed', ' hopeful']",proud,1.0
hit:3723_conv:7446,afraid,"['angry', ' annoyed', ' disappointed']",angry,
hit:4773_conv:9546,impressed,"['disappointed', ' frustrated', ' anxious']",disappointed,
hit:5830_conv:11660,prepared,"['excited', 'proud', 'confident']",excited,
hit:8222_conv:16445,surprised,"['excited', 'hopeful', 'grateful']",excited,
hit:9036_conv:18073,embarrassed,"['embarrassed', ' amused', ' understanding']",embarrassed,1.0
hit:1354_conv:2708,prepared,"['excited', 'hopeful', 'content']",excited,
hit:2578_conv:5157,terrified,"['anxious', 'worried', 'concerned']",anxious,
hit:3723_conv:7446,afraid,"['disappointed', ' hopeful', ' betrayed']",disappointed,
hit:4658_conv:9317,jealous,"['excited', 'hopeful', 'jealous']",excited,3.0
hit:11752_conv:23505,terrified,"['surprised', 'amused', 'disgusted']",surprised,
hit:1354_conv:2708,prepared,"['curious', ' interested', ' concerned']",curious,
hit:3091_conv:6183,disappointed,"['disappointed', 'sad', 'annoyed']",disappointed,1.0
hit:8840_conv:17681,joyful,"['happy', 'content', 'excited']",happy,
hit:9649_conv:19298,annoyed,"['frustrated', 'annoyed', 'sad']",frustrated,2.0
hit:10351_conv:20703,jealous,"['embarrassed', ' annoyed', ' content']",embarrassed,
hit:2980_conv:5960,sad,"['surprised', ' nostalgic', ' content']",surprised,
hit:3091_conv:6183,disappointed,"['sad', ' resigned', ' accepting']",sad,
hit:3620_conv:7241,confident,"['excited', 'confident', 'hopeful']",excited,2.0
hit:5011_conv:10023,proud,"['excited', 'proud', 'hopeful']",excited,2.0
hit:5116_conv:10232,devastated,"['devastated', ' angry', ' sad']",devastated,1.0
hit:11202_conv:22405,ashamed,"['embarrassed', 'annoyed', 'hopeful']",embarrassed,
hit:1427_conv:2854,jealous,"['jealous', 'sad', 'annoyed']",jealous,1.0
hit:2980_conv:5960,sad,"['excited', ' hopeful', ' grateful']",excited,
hit:3128_conv:6256,confident,"['excited', ' hopeful', ' confident']",excited,3.0
hit:7908_conv:15817,joyful,"['content', ' hopeful', ' grateful']",content,
hit:11740_conv:23480,disgusted,"['disgusted', 'annoyed', 'anxious']",disgusted,1.0
hit:2953_conv:5906,impressed,"['excited', ' surprised', ' curious']",excited,
hit:3128_conv:6256,confident,"['excited', 'proud', 'hopeful']",excited,
hit:6311_conv:12622,guilty,"['ashamed', ' guilty', ' anxious']",ashamed,2.0
hit:4041_conv:8082,embarrassed,"['embarrassed', 'sad', 'anxious']",embarrassed,1.0
hit:5468_conv:10937,anxious,"['anxious', ' hopeful', ' proud']",anxious,1.0
hit:9106_conv:18213,disgusted,"['disgusted', 'annoyed', 'ashamed']",disgusted,1.0
hit:9710_conv:19421,excited,"['excited', 'hopeful', 'nervous']",excited,1.0
hit:11190_conv:22380,faithful,"['proud', ' grateful', ' faithful']",proud,3.0
hit:11407_conv:22815,embarrassed,"['embarrassed', ' surprised', ' grateful']",embarrassed,1.0
hit:3792_conv:7584,lonely,"['lonely', ' hopeful', ' grateful']",lonely,1.0
hit:4041_conv:8082,embarrassed,"['hopeful', ' reassuring', ' amused']",hopeful,
hit:9337_conv:18674,lonely,"['lonely', 'sad', 'grateful']",lonely,1.0
hit:264_conv:528,excited,"['excited', ' grateful', ' proud']",excited,1.0
hit:3449_conv:6898,trusting,"['worried', ' disappointed', ' hopeful']",worried,
hit:5314_conv:10629,surprised,"['excited', ' grateful', ' proud']",excited,
hit:8168_conv:16337,furious,"['disappointed', 'annoyed', 'angry']",disappointed,
hit:8590_conv:17181,anticipating,"['excited', 'anxious', 'prepared']",excited,
hit:110_conv:221,excited,"['excited', ' joyful', ' anticipating']",excited,1.0
hit:512_conv:1024,nostalgic,"['nostalgic', 'excited', 'content']",nostalgic,1.0
hit:5280_conv:10560,proud,"['happy', 'excited', 'content']",happy,
hit:762_conv:1524,trusting,"['sad', ' annoyed', ' surprised']",sad,
hit:8168_conv:16337,furious,"['concerned', ' hopeful', ' frustrated']",concerned,
hit:110_conv:221,excited,"['excited', ' joyful', ' hopeful']",excited,1.0
hit:11179_conv:22358,guilty,"['sad', ' anxious', ' hopeful']",sad,
hit:3608_conv:7217,angry,"['angry', ' annoyed', ' frustrated']",angry,1.0
hit:4348_conv:8696,angry,"['angry', 'annoyed', 'surprised']",angry,1.0
hit:8883_conv:17766,embarrassed,"['embarrassed', ' anxious', ' hopeful']",embarrassed,1.0
hit:10946_conv:21892,confident,"['excited', ' hopeful', ' grateful']",excited,
hit:4348_conv:8696,angry,"['angry', 'annoyed', 'frustrated']",angry,1.0
hit:4646_conv:9293,lonely,"['lonely', 'grateful', 'disappointed']",lonely,1.0
hit:5932_conv:11865,prepared,"['annoyed', 'disappointed', 'prepared']",annoyed,3.0
hit:675_conv:1350,content,"['content', ' hopeful', ' proud']",content,1.0
hit:1591_conv:3183,hopeful,"['excited', 'hopeful', 'anxious']",excited,2.0
hit:1683_conv:3366,furious,"['angry', 'surprised', 'annoyed']",angry,
hit:4751_conv:9502,content,"['content', ' hopeful', ' curious']",content,1.0
hit:675_conv:1350,content,"['content', ' hopeful', ' grateful']",content,1.0
hit:9692_conv:19385,jealous,"['disappointed', ' angry', ' surprised']",disappointed,
hit:1015_conv:2031,impressed,"['impressed', 'excited', 'grateful']",impressed,1.0
hit:11395_conv:22791,lonely,"['sad', ' hopeful', ' grateful']",sad,
hit:1591_conv:3183,hopeful,"['hopeful', ' confident', ' relieved']",hopeful,1.0
hit:228_conv:456,surprised,"['proud', ' excited', ' hopeful']",proud,
hit:8669_conv:17339,proud,"['excited', ' proud', ' hopeful']",excited,2.0
hit:1015_conv:2031,impressed,"['surprised', ' proud', ' curious']",surprised,
hit:11553_conv:23107,prepared,"['confident', 'hopeful', 'grateful']",confident,
hit:11970_conv:23941,caring,"['proud', ' grateful', ' sad']",proud,
hit:2564_conv:5128,guilty,"['guilty', ' hopeful', ' proud']",guilty,1.0
hit:4658_conv:9316,annoyed,"['sad', 'angry', 'frustrated']",sad,
hit:11502_conv:23004,sad,"['sad', 'heartbreaking', 'sorry']",sad,1.0
hit:1165_conv:2331,guilty,"['ashamed', ' grateful', ' nostalgic']",ashamed,
hit:11704_conv:23409,trusting,"['loving', ' joyful', ' grateful']",loving,
hit:2564_conv:5128,guilty,"['hopeful', ' confident', ' proud']",hopeful,
hit:291_conv:583,ashamed,"['embarrassed', 'ashamed', 'grateful']",embarrassed,2.0
hit:6105_conv:12211,sad,"['sad', ' disappointed', ' hopeful']",sad,1.0
hit:11704_conv:23409,trusting,"['proud', ' hopeful', ' trusting']",proud,3.0
hit:11789_conv:23579,jealous,"['angry', 'annoyed', 'jealous']",angry,3.0
hit:1482_conv:2964,proud,"['proud', ' grateful', ' content']",proud,1.0
hit:481_conv:962,content,"['anxious', ' relieved', ' understanding']",anxious,
hit:8833_conv:17666,lonely,"['sad', 'lonely', 'concerned']",sad,2.0
hit:11347_conv:22695,content,"['excited', 'hopeful', 'surprised']",excited,
hit:1482_conv:2964,proud,"['proud', ' excited', ' curious']",proud,1.0
hit:4227_conv:8455,angry,"['angry', 'annoyed', 'disgusted']",angry,1.0
hit:605_conv:1211,embarrassed,"['relieved', ' embarrassed', ' grateful']",relieved,2.0
hit:10212_conv:20425,annoyed,"['annoyed', 'grateful', 'embarrassed']",annoyed,1.0
hit:1151_conv:2302,sentimental,"['hopeful', 'content', 'sad']",hopeful,
hit:2280_conv:4561,excited,"['excited', ' hopeful', ' proud']",excited,1.0
hit:5643_conv:11286,angry,"['angry', 'sad', 'annoyed']",angry,1.0
hit:6325_conv:12650,lonely,"['disappointed', ' lonely', ' anxious']",disappointed,2.0
hit:10212_conv:20425,annoyed,"['annoyed', ' surprised', ' anxious']",annoyed,1.0
hit:3113_conv:6227,afraid,"['afraid', 'lonely', 'anxious']",afraid,1.0
hit:4716_conv:9432,nostalgic,"['sad', ' disappointed', ' nostalgic']",sad,3.0
hit:6646_conv:13293,content,"['relieved', ' grateful', ' hopeful']",relieved,
hit:7132_conv:14265,grateful,"['grateful', ' excited', ' proud']",grateful,1.0
hit:5225_conv:10451,excited,"['grateful', ' happy', ' content']",grateful,
hit:6218_conv:12437,joyful,"['content', 'grateful', 'hopeful']",content,
hit:7132_conv:14265,grateful,"['grateful', ' proud', ' happy']",grateful,1.0
hit:8723_conv:17447,lonely,"['afraid', 'lonely', 'hopeful']",afraid,2.0
hit:8734_conv:17468,sad,"['sad', ' nostalgic', ' grateful']",sad,1.0
hit:1007_conv:2015,apprehensive,"['anxious', ' hesitant', ' uncertain']",anxious,
hit:1020_conv:2041,angry,"['disappointed', 'sad', 'grateful']",disappointed,
hit:3248_conv:6496,excited,"['excited', 'hopeful', 'content']",excited,1.0
hit:5174_conv:10348,excited,"['excited', ' hopeful', ' joyful']",excited,1.0
hit:8723_conv:17447,lonely,"['anxious', 'lonely', 'grateful']",anxious,2.0
hit:11303_conv:22606,anticipating,"['excited', ' hopeful', ' anticipating']",excited,3.0
hit:247_conv:495,impressed,"['impressed', 'surprised', 'proud']",impressed,1.0
hit:2544_conv:5088,sentimental,"['nostalgic', ' joyful', ' grateful']",nostalgic,
hit:3248_conv:6496,excited,"['excited', 'hopeful', 'anxious']",excited,1.0
hit:7484_conv:14968,lonely,"['sad', 'lonely', 'grateful']",sad,2.0
hit:10750_conv:21500,grateful,"['excited', ' grateful', ' hopeful']",excited,2.0
hit:10804_conv:21609,annoyed,"['angry', ' annoyed', ' proud']",angry,2.0
hit:11303_conv:22606,anticipating,"['excited', ' joyful', ' content']",excited,
hit:6698_conv:13397,anticipating,"['excited', 'interested', 'impressed']",excited,
hit:8324_conv:16649,proud,"['excited', ' proud', ' hopeful']",excited,2.0
hit:12408_conv:24817,jealous,"['excited', ' proud', ' annoyed']",excited,
hit:6190_conv:12381,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:61_conv:122,furious,"['angry', ' disappointed', ' hopeful']",angry,
hit:7470_conv:14940,prepared,"['anxious', ' hopeful', ' prepared']",anxious,3.0
hit:9799_conv:19599,hopeful,"['confident', 'hopeful', 'proud']",confident,2.0
hit:11518_conv:23036,furious,"['angry', 'sad', 'disappointed']",angry,
hit:12408_conv:24817,jealous,"['angry', 'jealous', 'guilty']",angry,2.0
hit:1296_conv:2593,lonely,"['lonely', ' afraid', ' anxious']",lonely,1.0
hit:2212_conv:4425,apprehensive,"['afraid', 'anxious', 'concerned']",afraid,
hit:6918_conv:13837,surprised,"['surprised', ' shocked', ' curious']",surprised,1.0
hit:11707_conv:23415,anticipating,"['anxious', 'sad', 'disappointed']",anxious,
hit:3940_conv:7880,prepared,"['proud', ' hopeful', ' grateful']",proud,
hit:6918_conv:13837,surprised,"['hopeful', ' proud', ' supportive']",hopeful,
hit:8583_conv:17166,sad,"['sad', ' disappointed', ' hopeful']",sad,1.0
hit:8702_conv:17405,prepared,"['excited', ' hopeful', ' proud']",excited,
hit:11717_conv:23435,caring,"['concerned', ' grateful', ' hopeful']",concerned,
hit:2997_conv:5995,embarrassed,"['embarrassed', ' embarrassed', ' humiliated']",embarrassed,1.0
hit:3051_conv:6103,grateful,"['happy', ' grateful', ' curious']",happy,2.0
hit:5085_conv:10170,excited,"['excited', 'grateful', 'hopeful']",excited,1.0
hit:7224_conv:14448,caring,"['grateful', ' content', ' caring']",grateful,3.0
hit:10630_conv:21260,trusting,"['angry', 'surprised', 'disappointed']",angry,
hit:10913_conv:21827,sentimental,"['happy', ' grateful', ' nostalgic']",happy,
hit:11205_conv:22411,content,"['excited', 'hopeful', 'content']",excited,3.0
hit:11959_conv:23918,prepared,"['confident', ' hopeful', ' prepared']",confident,3.0
hit:2997_conv:5995,embarrassed,"['embarrassed', 'relieved', 'content']",embarrassed,1.0
hit:11227_conv:22455,devastated,"['sad', ' hopeful', ' grateful']",sad,
hit:1722_conv:3445,excited,"['excited', ' joyful', ' grateful']",excited,1.0
hit:5745_conv:11491,anxious,"['excited', 'proud', 'hopeful']",excited,
hit:9119_conv:18238,afraid,"['disgusted', 'annoyed', 'curious']",disgusted,
hit:9590_conv:19180,ashamed,"['embarrassed', 'surprised', 'annoyed']",embarrassed,
hit:12394_conv:24789,sentimental,"['nostalgic', ' hopeful', ' proud']",nostalgic,
hit:1722_conv:3445,excited,"['excited', ' joyful', ' hopeful']",excited,1.0
hit:3766_conv:7532,terrified,"['terrified', 'anxious', 'disgusted']",terrified,1.0
hit:8476_conv:16953,furious,"['angry', ' surprised', ' content']",angry,
hit:8882_conv:17764,faithful,"['hopeful', ' concerned', ' caring']",hopeful,
hit:11805_conv:23610,confident,"['hopeful', ' confident', ' excited']",hopeful,2.0
hit:12391_conv:24782,ashamed,"['embarrassed', 'sad', 'annoyed']",embarrassed,
hit:6089_conv:12178,surprised,"['excited', 'happy', 'relieved']",excited,
hit:7236_conv:14473,embarrassed,"['embarrassed', ' surprised', ' amused']",embarrassed,1.0
hit:8450_conv:16900,sad,"['sad', ' disappointed', ' surprised']",sad,1.0
hit:8476_conv:16953,furious,"['surprised', ' annoyed', ' disappointed']",surprised,
hit:11959_conv:23919,nostalgic,"['disappointed', 'nostalgic', 'frustrated']",disappointed,2.0
hit:1830_conv:3661,joyful,"['excited', 'hopeful', 'happy']",excited,
hit:5394_conv:10789,nostalgic,"['nostalgic', 'excited', 'content']",nostalgic,1.0
hit:8450_conv:16900,sad,"['hopeful', ' afraid', ' confident']",hopeful,
hit:11282_conv:22565,embarrassed,"['embarrassed', ' surprised', ' awkward']",embarrassed,1.0
hit:12247_conv:24495,apprehensive,"['excited', 'hopeful', 'insecure']",excited,
hit:4258_conv:8517,prepared,"['excited', ' hopeful', ' proud']",excited,
hit:5860_conv:11721,embarrassed,"['embarrassed', ' ashamed', ' annoyed']",embarrassed,1.0
hit:8250_conv:16500,furious,"['angry', 'annoyed', 'sad']",angry,
hit:11282_conv:22565,embarrassed,"['embarrassed', ' amused', ' content']",embarrassed,1.0
hit:11713_conv:23426,disgusted,"['disgusted', 'surprised', 'annoyed']",disgusted,1.0
hit:3852_conv:7704,hopeful,"['proud', 'excited', 'hopeful']",proud,3.0
hit:5920_conv:11841,disgusted,"['disgusted', ' surprised', ' annoyed']",disgusted,1.0
hit:6940_conv:13880,anxious,"['excited', 'anticipating', 'hopeful']",excited,
hit:10464_conv:20928,apprehensive,"['anxious', 'worried', 'prepared']",anxious,
hit:1269_conv:2539,anticipating,"['guilty', ' anxious', ' hopeful']",guilty,
hit:3736_conv:7472,nostalgic,"['nostalgic', ' disappointed', ' hopeful']",nostalgic,1.0
hit:6081_conv:12163,apprehensive,"['hopeful', ' grateful', ' anxious']",hopeful,
hit:6940_conv:13880,anxious,"['excited', ' joyful', ' grateful']",excited,
hit:4349_conv:8698,lonely,"['lonely', 'sad', 'disappointed']",lonely,1.0
hit:5639_conv:11278,content,"['content', 'happy', 'excited']",content,1.0
hit:5640_conv:11281,surprised,"['afraid', ' anxious', ' concerned']",afraid,
hit:7340_conv:14681,devastated,"['sad', ' hopeful', ' caring']",sad,
hit:1531_conv:3063,caring,"['sad', ' awkward', ' caring']",sad,3.0
hit:1682_conv:3365,sad,"['sad', ' hopeful', ' understanding']",sad,1.0
hit:3101_conv:6202,jealous,"['angry', 'surprised', 'excited']",angry,
hit:7340_conv:14681,devastated,"['anxious', ' concerned', ' worried']",anxious,
hit:9585_conv:19171,annoyed,"['embarrassed', ' annoyed', ' disappointed']",embarrassed,2.0
hit:1531_conv:3063,caring,"['sad', ' hopeful', ' grateful']",sad,
hit:4132_conv:8264,joyful,"['happy', ' surprised', ' grateful']",happy,
hit:6511_conv:13022,trusting,"['sad', 'angry', 'disappointed']",sad,
hit:6769_conv:13539,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,1.0
hit:6819_conv:13639,hopeful,"['excited', ' hopeful', ' proud']",excited,2.0
hit:2269_conv:4538,surprised,"['nostalgic', ' content', ' grateful']",nostalgic,
hit:2875_conv:5750,content,"['content', 'relaxed', 'happy']",content,1.0
hit:3347_conv:6694,jealous,"['jealous', 'anxious', 'angry']",jealous,1.0
hit:4132_conv:8264,joyful,"['grateful', ' joyful', ' content']",grateful,2.0
hit:5818_conv:11636,hopeful,"['disappointed', ' hopeful', ' anticipating']",disappointed,2.0
hit:681_conv:1362,embarrassed,"['embarrassed', ' annoyed', ' hopeful']",embarrassed,1.0
hit:10465_conv:20931,trusting,"['sad', ' surprised', ' betrayed']",sad,
hit:1433_conv:2866,embarrassed,"['embarrassed', ' amused', ' understanding']",embarrassed,1.0
hit:1590_conv:3180,proud,"['excited', 'proud', 'grateful']",excited,2.0
hit:400_conv:801,surprised,"['surprised', ' relieved', ' amused']",surprised,1.0
hit:5818_conv:11636,hopeful,"['disappointed', 'sad', 'apologetic']",disappointed,
hit:10465_conv:20931,trusting,"['sad', 'devastated', 'heartbroken']",sad,
hit:11508_conv:23016,faithful,"['proud', 'hopeful', 'faithful']",proud,3.0
hit:2259_conv:4519,confident,"['disappointed', 'sad', 'apologetic']",disappointed,
hit:5402_conv:10805,hopeful,"['anxious', 'hopeful', 'confident']",anxious,2.0
hit:8027_conv:16055,guilty,"['guilty', 'content', 'hopeful']",guilty,1.0
hit:8606_conv:17212,disgusted,"['grateful', ' caring', ' trusting']",grateful,
hit:10859_conv:21718,jealous,"['angry', 'annoyed', 'insecure']",angry,
hit:3959_conv:7919,angry,"['sad', 'disappointed', 'concerned']",sad,
hit:6384_conv:12769,disgusted,"['disgusted', 'sad', 'annoyed']",disgusted,1.0
hit:6881_conv:13762,faithful,"['proud', ' grateful', ' hopeful']",proud,
hit:8606_conv:17212,disgusted,"['hopeful', ' trusting', ' disappointed']",hopeful,
hit:10486_conv:20972,afraid,"['surprised', ' relieved', ' curious']",surprised,
hit:12306_conv:24613,proud,"['excited', 'hopeful', 'anxious']",excited,
hit:2225_conv:4451,nostalgic,"['nostalgic', ' hopeful', ' content']",nostalgic,1.0
hit:4989_conv:9978,surprised,"['excited', 'proud', 'impressed']",excited,
hit:8973_conv:17946,anticipating,"['anxious', ' hopeful', ' anticipating']",anxious,3.0
hit:10486_conv:20972,afraid,"['afraid', ' nostalgic', ' understanding']",afraid,1.0
hit:11383_conv:22766,trusting,"['anxious', ' hopeful', ' grateful']",anxious,
hit:2649_conv:5298,anxious,"['anxious', 'surprised', 'hopeful']",anxious,1.0
hit:7655_conv:15310,sad,"['sad', 'devastated', 'heartbroken']",sad,1.0
hit:8113_conv:16226,annoyed,"['angry', ' annoyed', ' disappointed']",angry,2.0
hit:112_conv:225,disgusted,"['disappointed', 'surprised', 'anxious']",disappointed,
hit:11383_conv:22766,trusting,"['grateful', ' hopeful', ' confident']",grateful,
hit:11465_conv:22931,trusting,"['grateful', 'content', 'hopeful']",grateful,
hit:6973_conv:13947,guilty,"['guilty', 'sad', 'embarrassed']",guilty,1.0
hit:8682_conv:17364,confident,"['excited', 'hopeful', 'content']",excited,
hit:10848_conv:21696,surprised,"['excited', ' surprised', ' grateful']",excited,2.0
hit:6860_conv:13721,hopeful,"['proud', ' excited', ' hopeful']",proud,3.0
hit:724_conv:1449,surprised,"['excited', 'surprised', 'hopeful']",excited,2.0
hit:7992_conv:15985,nostalgic,"['excited', ' annoyed', ' angry']",excited,
hit:8682_conv:17364,confident,"['excited', ' proud', ' hopeful']",excited,
hit:1131_conv:2263,guilty,"['sad', ' guilty', ' hopeful']",sad,2.0
hit:3974_conv:7949,prepared,"['excited', ' hopeful', ' prepared']",excited,3.0
hit:7550_conv:15100,proud,"['proud', ' excited', ' grateful']",proud,1.0
hit:9076_conv:18152,excited,"['excited', 'hopeful', 'proud']",excited,1.0
hit:9791_conv:19582,excited,"['excited', 'hopeful', 'surprised']",excited,1.0
hit:11768_conv:23536,devastated,"['sad', 'grateful', 'content']",sad,
hit:2145_conv:4290,excited,"['excited', 'hopeful', 'grateful']",excited,1.0
hit:5262_conv:10525,devastated,"['sad', ' hopeful', ' grateful']",sad,
hit:7550_conv:15100,proud,"['surprised', ' proud', ' grateful']",surprised,2.0
hit:9820_conv:19640,angry,"['angry', ' sad', ' disappointed']",angry,1.0
hit:12162_conv:24325,grateful,"['grateful', 'excited', 'proud']",grateful,1.0
hit:5759_conv:11519,embarrassed,"['excited', ' grateful', ' joyful']",excited,
hit:5824_conv:11649,sentimental,"['sentimental', ' sad', ' caring']",sentimental,1.0
hit:7032_conv:14064,excited,"['excited', ' hopeful', ' nostalgic']",excited,1.0
hit:9820_conv:19640,angry,"['anxious', ' regretful', ' hopeful']",anxious,
hit:10363_conv:20727,content,"['embarrassed', ' anxious', ' disappointed']",embarrassed,
hit:10609_conv:21218,disgusted,"['angry', 'sad', 'annoyed']",angry,
hit:3841_conv:7682,excited,"['excited', 'hopeful', 'jealous']",excited,1.0
hit:9807_conv:19615,afraid,"['afraid', 'anxious', 'hopeful']",afraid,1.0
hit:2217_conv:4435,surprised,"['anxious', ' concerned', ' curious']",anxious,
hit:4167_conv:8334,trusting,"['excited', ' hopeful', ' trusting']",excited,3.0
hit:4989_conv:9979,grateful,"['grateful', ' relieved', ' happy']",grateful,1.0
hit:743_conv:1486,surprised,"['surprised', ' hopeful', ' afraid']",surprised,1.0
hit:9055_conv:18111,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,1.0
hit:11080_conv:22161,apprehensive,"['sad', ' angry', ' anxious']",sad,
hit:2928_conv:5857,surprised,"['surprised', ' nostalgic', ' grateful']",surprised,1.0
hit:3021_conv:6043,grateful,"['grateful', ' nostalgic', ' hopeful']",grateful,1.0
hit:4167_conv:8334,trusting,"['anxious', ' hopeful', ' excited']",anxious,
hit:4938_conv:9877,annoyed,"['angry', ' annoyed', ' disappointed']",angry,2.0
hit:11064_conv:22129,ashamed,"['embarrassed', ' angry', ' annoyed']",embarrassed,
hit:11080_conv:22161,apprehensive,"['anxious', ' hopeful', ' caring']",anxious,
hit:256_conv:513,hopeful,"['excited', 'proud', 'hopeful']",excited,3.0
hit:4080_conv:8160,annoyed,"['annoyed', ' hopeful', ' annoyed']",annoyed,1.0
hit:5463_conv:10927,ashamed,"['embarrassed', 'content', 'hopeful']",embarrassed,
hit:11064_conv:22129,ashamed,"['embarrassed', ' annoyed', ' disappointed']",embarrassed,
hit:11481_conv:22963,devastated,"['proud', 'hopeful', 'grateful']",proud,
hit:5022_conv:10045,prepared,"['sad', 'anxious', 'concerned']",sad,
hit:6243_conv:12487,anticipating,"['excited', 'hopeful', 'content']",excited,
hit:2168_conv:4336,faithful,"['hopeful', ' grateful', ' relieved']",hopeful,
hit:2621_conv:5242,hopeful,"['anxious', ' hopeful', ' disappointed']",anxious,2.0
hit:3266_conv:6532,surprised,"['surprised', ' grateful', ' happy']",surprised,1.0
hit:4327_conv:8655,anxious,"['excited', ' prepared', ' proud']",excited,
hit:9130_conv:18260,annoyed,"['disappointed', 'sad', 'frustrated']",disappointed,
hit:10880_conv:21760,furious,"['angry', 'proud', 'surprised']",angry,
hit:2168_conv:4336,faithful,"['concerned', 'anxious', 'sympathetic']",concerned,
hit:2732_conv:5465,disappointed,"['disappointed', ' surprised', ' confident']",disappointed,1.0
hit:7581_conv:15163,guilty,"['guilty', ' anxious', ' ashamed']",guilty,1.0
hit:9391_conv:18783,disgusted,"['angry', ' disgusted', ' hopeful']",angry,2.0
hit:12316_conv:24633,annoyed,"['angry', 'proud', 'hopeful']",angry,
hit:1429_conv:2858,proud,"['proud', ' excited', ' grateful']",proud,1.0
hit:6563_conv:13126,afraid,"['afraid', ' anxious', ' surprised']",afraid,1.0
hit:8290_conv:16580,angry,"['sad', 'annoyed', 'disappointed']",sad,
hit:8487_conv:16974,confident,"['excited', 'hopeful', 'confident']",excited,3.0
hit:3018_conv:6037,disappointed,"['disappointed', ' annoyed', ' hopeful']",disappointed,1.0
hit:3950_conv:7901,guilty,"['disappointed', ' grateful', ' hopeful']",disappointed,
hit:5135_conv:10270,content,"['happy', 'excited', 'grateful']",happy,
hit:8290_conv:16580,angry,"['sad', 'annoyed', 'grateful']",sad,
hit:8930_conv:17860,caring,"['proud', ' caring', ' protective']",proud,2.0
hit:10564_conv:21128,trusting,"['grateful', ' proud', ' joyful']",grateful,
hit:10948_conv:21896,joyful,"['excited', 'hopeful', 'proud']",excited,
hit:1713_conv:3426,lonely,"['sad', 'lonely', 'grateful']",sad,2.0
hit:7015_conv:14030,confident,"['proud', ' hopeful', ' excited']",proud,
hit:8930_conv:17860,caring,"['curious', ' hopeful', ' nostalgic']",curious,
hit:1831_conv:3662,annoyed,"['surprised', 'angry', 'disgusted']",surprised,
hit:1891_conv:3783,disgusted,"['disgusted', 'angry', 'afraid']",disgusted,1.0
hit:2858_conv:5717,jealous,"['sad', ' jealous', ' disappointed']",sad,2.0
hit:3717_conv:7434,caring,"['proud', 'grateful', 'caring']",proud,3.0
hit:5482_conv:10964,proud,"['proud', 'hopeful', 'excited']",proud,1.0
hit:10737_conv:21475,furious,"['angry', ' disappointed', ' hopeful']",angry,
hit:107_conv:214,surprised,"['excited', ' relieved', ' grateful']",excited,
hit:1891_conv:3783,disgusted,"['terrified', 'afraid', 'understanding']",terrified,
hit:2315_conv:4631,jealous,"['jealous', 'proud', 'sad']",jealous,1.0
hit:413_conv:827,prepared,"['anxious', ' relieved', ' grateful']",anxious,
hit:11862_conv:23725,prepared,"['confident', ' hopeful', ' grateful']",confident,
hit:1584_conv:3169,trusting,"['proud', ' trusting', ' content']",proud,2.0
hit:2668_conv:5337,prepared,"['proud', 'hopeful', 'excited']",proud,
hit:5039_conv:10079,prepared,"['proud', 'hopeful', 'content']",proud,
hit:7274_conv:14549,terrified,"['afraid', 'relieved', 'anxious']",afraid,
hit:12036_conv:24072,afraid,"['terrified', ' afraid', ' concerned']",terrified,2.0
hit:1584_conv:3169,trusting,"['proud', 'hopeful', 'content']",proud,
hit:3951_conv:7903,joyful,"['proud', 'excited', 'grateful']",proud,
hit:4490_conv:8981,nostalgic,"['nostalgic', ' happy', ' sentimental']",nostalgic,1.0
hit:9132_conv:18264,ashamed,"['sad', 'guilty', 'ashamed']",sad,3.0
hit:12036_conv:24072,afraid,"['worried', 'surprised', 'relieved']",worried,
hit:1952_conv:3904,surprised,"['surprised', 'joyful', 'content']",surprised,1.0
hit:4233_conv:8467,disappointed,"['angry', 'disappointed', 'betrayed']",angry,2.0
hit:8068_conv:16137,prepared,"['excited', 'hopeful', 'proud']",excited,
hit:914_conv:1828,confident,"['proud', ' excited', ' confident']",proud,3.0
hit:10180_conv:20360,apprehensive,"['annoyed', 'surprised', 'frustrated']",annoyed,
hit:12282_conv:24565,devastated,"['sad', ' devastated', ' sympathetic']",sad,2.0
hit:4407_conv:8815,grateful,"['proud', 'hopeful', 'content']",proud,
hit:5067_conv:10134,nostalgic,"['nostalgic', 'content', 'hopeful']",nostalgic,1.0
