conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:10520_conv:21040,trusting,"['relieved', 'content', 'grateful']",relieved,content,grateful,
hit:10554_conv:21108,trusting,"['worried', ' hesitant', ' caring']",worried,hesitant,caring,
hit:1427_conv:2855,content,"['proud', ' relieved', ' hopeful']",proud,relieved,hopeful,
hit:8126_conv:16252,anticipating,"['anxious', 'nervous', 'grateful']",anxious,nervous,grateful,
hit:2251_conv:4503,trusting,"['proud', 'trustworthy', 'disappointed']",proud,trustworthy,disappointed,
hit:3136_conv:6272,angry,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,2.0
hit:7376_conv:14752,terrified,"['afraid', ' relieved', ' grateful']",afraid,relieved,grateful,
hit:26_conv:53,annoyed,"['angry', ' disappointed', ' betrayed']",angry,disappointed,betrayed,
hit:10146_conv:20293,nostalgic,"['nostalgic', 'happy', 'sad']",nostalgic,happy,sad,1.0
hit:7581_conv:15162,caring,"['happy', 'content', 'excited']",happy,content,excited,
hit:5550_conv:11101,afraid,"['scared', 'annoyed', 'grateful']",scared,annoyed,grateful,
hit:8093_conv:16186,angry,"['sad', 'anxious', 'frustrated']",sad,anxious,frustrated,
hit:904_conv:1808,sad,"['disappointed', 'sad', 'frustrated']",disappointed,sad,frustrated,2.0
hit:2230_conv:4460,joyful,"['happy', 'grateful', 'content']",happy,grateful,content,
hit:8171_conv:16343,angry,"['anxious', 'annoyed', 'frustrated']",anxious,annoyed,frustrated,
hit:6466_conv:12932,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:1954_conv:3908,annoyed,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,2.0
hit:2265_conv:4531,annoyed,"['annoyed', 'frustrated', 'surprised']",annoyed,frustrated,surprised,1.0
hit:3360_conv:6720,excited,"['grateful', ' happy', ' content']",grateful,happy,content,
hit:5456_conv:10913,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,1.0
hit:897_conv:1794,faithful,"['faithful', 'admirable', 'grateful']",faithful,admirable,grateful,1.0
hit:2553_conv:5106,furious,"['angry', 'pain', 'relief']",angry,pain,relief,
hit:6632_conv:13265,disappointed,"['angry', 'frustrated', 'disappointed']",angry,frustrated,disappointed,3.0
hit:7881_conv:15763,furious,"['hopeful', 'relieved', 'sympathetic']",hopeful,relieved,sympathetic,
hit:8431_conv:16862,trusting,"['grateful', 'faithful', 'relieved']",grateful,faithful,relieved,
hit:1910_conv:3821,annoyed,"['annoyed', 'frustrated', 'angry']",annoyed,frustrated,angry,1.0
hit:4086_conv:8172,guilty,"['worried', ' ashamed', ' relieved']",worried,ashamed,relieved,
hit:6375_conv:12751,devastated,"['sad', 'frustrated', 'hopeful']",sad,frustrated,hopeful,
hit:1048_conv:2096,apprehensive,"['anxious', 'worried', 'guilty']",anxious,worried,guilty,
hit:12363_conv:24727,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:555_conv:1110,surprised,"['surprised', ' grateful', ' loved']",surprised,grateful,loved,1.0
hit:4528_conv:9057,content,"['content', ' hopeful', ' relieved']",content,hopeful,relieved,1.0
hit:5454_conv:10908,surprised,"['happy', 'nostalgic', 'content']",happy,nostalgic,content,
hit:12370_conv:24740,angry,"['grateful', 'surprised', 'relieved']",grateful,surprised,relieved,
hit:9031_conv:18063,sentimental,"['nostalgic', ' happy', ' surprised']",nostalgic,happy,surprised,
hit:3661_conv:7322,terrified,"['terrified', ' scared', ' relieved']",terrified,scared,relieved,1.0
hit:7208_conv:14417,sad,"['devastated', 'sad', 'comforting']",devastated,sad,comforting,2.0
hit:6138_conv:12276,joyful,"['happy', 'grateful', 'excited']",happy,grateful,excited,
hit:7037_conv:14074,anxious,"['anxious', ' hopeful', ' worried']",anxious,hopeful,worried,1.0
hit:1686_conv:3372,angry,"['angry', 'furious', 'helpful']",angry,furious,helpful,1.0
hit:4099_conv:8199,grateful,"['proud', 'happy', 'grateful']",proud,happy,grateful,3.0
hit:5654_conv:11308,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:2576_conv:5153,excited,"['excited', 'happy', 'content']",excited,happy,content,1.0
hit:4491_conv:8983,grateful,"['grateful', ' surprised', ' relieved']",grateful,surprised,relieved,1.0
hit:2545_conv:5091,afraid,"['relieved', 'sad', 'grateful']",relieved,sad,grateful,
hit:5954_conv:11909,excited,"['excited', ' hopeful', ' happy']",excited,hopeful,happy,1.0
hit:12410_conv:24820,faithful,"['hopeful', 'excited', 'curious']",hopeful,excited,curious,
hit:4636_conv:9273,sad,"['devastated', 'sad', 'comforting']",devastated,sad,comforting,2.0
hit:5605_conv:11211,annoyed,"['angry', 'disgusted', 'appalled']",angry,disgusted,appalled,
hit:7003_conv:14007,angry,"['angry', 'surprised', 'relieved']",angry,surprised,relieved,1.0
hit:7598_conv:15197,grateful,"['grateful', 'glad', 'content']",grateful,glad,content,1.0
hit:6419_conv:12838,excited,"['excited', 'hopeful', 'envious']",excited,hopeful,envious,1.0
hit:178_conv:356,surprised,"['surprised', 'amused', 'grateful']",surprised,amused,grateful,1.0
hit:2431_conv:4863,excited,"['excited', ' hopeful', ' amused']",excited,hopeful,amused,1.0
hit:5226_conv:10453,joyful,"['proud', 'happy', 'grateful']",proud,happy,grateful,
hit:2347_conv:4694,guilty,"['disappointed', 'sad', 'tired']",disappointed,sad,tired,
hit:3153_conv:6306,angry,"['angry', 'relieved', 'annoyed']",angry,relieved,annoyed,1.0
hit:5034_conv:10069,impressed,"['grateful', ' happy', ' content']",grateful,happy,content,
hit:2965_conv:5931,anxious,"['anxious', 'excited', 'nervous']",anxious,excited,nervous,1.0
hit:2232_conv:4465,confident,"['hopeful', 'confident', 'supporting']",hopeful,confident,supporting,2.0
hit:3141_conv:6282,grateful,"['grateful', 'happy', 'relieved']",grateful,happy,relieved,1.0
hit:3248_conv:6497,afraid,"['afraid', 'anxious', 'reluctant']",afraid,anxious,reluctant,1.0
hit:348_conv:696,terrified,"['sad', 'anxious', 'overwhelmed']",sad,anxious,overwhelmed,
hit:3729_conv:7458,apprehensive,"['afraid', 'anxious', 'curious']",afraid,anxious,curious,
hit:5858_conv:11716,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,1.0
hit:6061_conv:12122,impressed,"['impressed', ' surprised', ' envious']",impressed,surprised,envious,1.0
hit:10801_conv:21602,joyful,"['happy', 'content', 'grateful']",happy,content,grateful,
hit:10328_conv:20656,jealous,"['jealous', ' proud', ' understanding']",jealous,proud,understanding,1.0
hit:2422_conv:4845,joyful,"['excited', 'happy', 'grateful']",excited,happy,grateful,
hit:9185_conv:18370,confident,"['excited', 'hopeful', 'hungry']",excited,hopeful,hungry,
hit:9617_conv:19235,impressed,"['nostalgic', ' hopeful', ' amused']",nostalgic,hopeful,amused,
hit:963_conv:1927,annoyed,"['surprised', 'impressed', 'curious']",surprised,impressed,curious,
hit:10289_conv:20579,faithful,"['happy', 'excited', 'content']",happy,excited,content,
hit:1180_conv:2360,content,"['happy', ' content', ' hopeful']",happy,content,hopeful,2.0
hit:5074_conv:10149,annoyed,"['exhausted', 'frustrated', 'hopeful']",exhausted,frustrated,hopeful,
hit:681_conv:1363,nostalgic,"['nostalgic', 'lonely', 'tired']",nostalgic,lonely,tired,1.0
hit:4555_conv:9110,afraid,"['sad', 'disappointed', 'helpful']",sad,disappointed,helpful,
hit:6999_conv:13999,anticipating,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,
hit:3116_conv:6232,jealous,"['happy', ' surprised', ' envious']",happy,surprised,envious,
hit:4902_conv:9804,lonely,"['sad', 'frustrated', 'understanding']",sad,frustrated,understanding,
hit:6845_conv:13690,disgusted,"['disgusted', ' annoyed', ' relieved']",disgusted,annoyed,relieved,1.0
hit:11501_conv:23003,devastated,"['sad', 'shocked', 'comforting']",sad,shocked,comforting,
hit:4238_conv:8476,embarrassed,"['embarrassed', ' humiliated', ' relieved']",embarrassed,humiliated,relieved,1.0
hit:8488_conv:16977,proud,"['proud', 'excited', 'amused']",proud,excited,amused,1.0
hit:1403_conv:2806,grateful,"['happy', 'relieved', 'surprised']",happy,relieved,surprised,
hit:10522_conv:21045,hopeful,"['relieved', ' grateful', ' anxious']",relieved,grateful,anxious,
hit:3569_conv:7139,anticipating,"['excited', 'happy', 'grateful']",excited,happy,grateful,
hit:5313_conv:10627,prepared,"['anxious', ' worried', ' afraid']",anxious,worried,afraid,
hit:7036_conv:14073,grateful,"['relieved', ' grateful', ' anxious']",relieved,grateful,anxious,2.0
hit:7153_conv:14306,anxious,"['afraid', 'anxious', 'relieved']",afraid,anxious,relieved,2.0
hit:9778_conv:19556,angry,"['angry', 'frustrated', 'surprised']",angry,frustrated,surprised,1.0
hit:631_conv:1262,confident,"['hopeful', 'excited', 'relieved']",hopeful,excited,relieved,
hit:63_conv:127,disgusted,"['angry', ' upset', ' annoyed']",angry,upset,annoyed,
hit:4008_conv:8017,surprised,"['excited', 'happy', 'grateful']",excited,happy,grateful,
hit:5176_conv:10353,sad,"['frustrated', 'sad', 'annoyed']",frustrated,sad,annoyed,2.0
hit:12196_conv:24393,angry,"['angry', ' frustrated', ' disappointed']",angry,frustrated,disappointed,1.0
hit:5035_conv:10070,anxious,"['anxious', 'nervous', 'agreed']",anxious,nervous,agreed,1.0
hit:5379_conv:10759,disappointed,"['sad', 'disappointed', 'sympathetic']",sad,disappointed,sympathetic,2.0
hit:7683_conv:15366,guilty,"['guilty', ' ashamed', ' concerned']",guilty,ashamed,concerned,1.0
hit:8317_conv:16635,anxious,"['anxious', 'nervous', 'hopeful']",anxious,nervous,hopeful,1.0
hit:8833_conv:17667,prepared,"['anxious', 'insecure', 'hopeful']",anxious,insecure,hopeful,
hit:11013_conv:22026,jealous,"['jealous', 'envious', 'hopeful']",jealous,envious,hopeful,1.0
hit:1204_conv:2408,surprised,"['surprised', 'happy', 'grateful']",surprised,happy,grateful,1.0
hit:7837_conv:15675,afraid,"['anxious', 'worried', 'hopeful']",anxious,worried,hopeful,
hit:8196_conv:16392,sad,"['sad', ' hopeful', ' amused']",sad,hopeful,amused,1.0
hit:825_conv:1651,excited,"['excited', 'happy', 'grateful']",excited,happy,grateful,1.0
hit:636_conv:1273,afraid,"['terrified', 'sad', 'relieved']",terrified,sad,relieved,
hit:8309_conv:16618,faithful,"['proud', ' faithful', ' loving']",proud,faithful,loving,2.0
hit:7244_conv:14488,nostalgic,"['nostalgic', ' hopeful', ' amused']",nostalgic,hopeful,amused,1.0
hit:1349_conv:2699,annoyed,"['angry', ' annoyed', ' frustrated']",angry,annoyed,frustrated,2.0
hit:5075_conv:10151,impressed,"['impressed', 'amused', 'surprised']",impressed,amused,surprised,1.0
hit:599_conv:1198,afraid,"['terrified', 'amused', 'surprised']",terrified,amused,surprised,
hit:6944_conv:13889,apprehensive,"['nervous', 'anxious', 'hopeful']",nervous,anxious,hopeful,
hit:7737_conv:15475,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:8831_conv:17662,angry,"['angry', ' frustrated', ' disappointed']",angry,frustrated,disappointed,1.0
hit:12226_conv:24453,sad,"['surprised', 'curious', 'amused']",surprised,curious,amused,
hit:3553_conv:7106,trusting,"['happy', 'trusting', 'content']",happy,trusting,content,2.0
hit:6374_conv:12749,annoyed,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,2.0
hit:94_conv:188,prepared,"['proud', 'surprised', 'happy']",proud,surprised,happy,
hit:4339_conv:8678,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,1.0
hit:636_conv:1272,furious,"['angry', 'annoyed', 'cautious']",angry,annoyed,cautious,
hit:6380_conv:12760,joyful,"['excited', ' hopeful', ' curious']",excited,hopeful,curious,
hit:7211_conv:14422,disappointed,"['devastated', ' angry', ' shocked']",devastated,angry,shocked,
hit:11138_conv:22277,guilty,"['guilty', 'sad', 'apologetic']",guilty,sad,apologetic,1.0
hit:11606_conv:23212,apprehensive,"['anxious', ' hopeful', ' hesitant']",anxious,hopeful,hesitant,
hit:6451_conv:12902,afraid,"['afraid', 'anxious', 'amused']",afraid,anxious,amused,1.0
hit:1140_conv:2280,impressed,"['impressed', 'surprised', 'curious']",impressed,surprised,curious,1.0
hit:4323_conv:8647,angry,"['disappointed', ' annoyed', ' frustrated']",disappointed,annoyed,frustrated,
hit:6027_conv:12055,guilty,"['guilty', ' ashamed', ' relieved']",guilty,ashamed,relieved,1.0
hit:6565_conv:13131,angry,"['angry', ' relieved', ' proud']",angry,relieved,proud,1.0
hit:8311_conv:16623,annoyed,"['annoyed', ' amused', ' hopeful']",annoyed,amused,hopeful,1.0
hit:11509_conv:23019,trusting,"['grateful', ' loyal', ' curious']",grateful,loyal,curious,
hit:2918_conv:5836,sentimental,"['devastated', 'sad', 'comforted']",devastated,sad,comforted,
hit:6892_conv:13784,excited,"['happy', ' envious', ' content']",happy,envious,content,
hit:4571_conv:9142,disgusted,"['angry', ' betrayed', ' embarrassed']",angry,betrayed,embarrassed,
hit:9337_conv:18675,guilty,"['guilty', 'anxious', 'relieved']",guilty,anxious,relieved,1.0
hit:1151_conv:2303,joyful,"['happy', ' content', ' hopeful']",happy,content,hopeful,
hit:1330_conv:2660,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:6545_conv:13091,caring,"['sad', 'stressed', 'worried']",sad,stressed,worried,
hit:7534_conv:15069,grateful,"['grateful', 'happy', 'caring']",grateful,happy,caring,1.0
hit:11538_conv:23076,sentimental,"['nostalgic', ' hopeful', ' longing']",nostalgic,hopeful,longing,
hit:4043_conv:8087,excited,"['excited', 'hopeful', 'nervous']",excited,hopeful,nervous,1.0
hit:4739_conv:9478,sad,"['sad', 'happy', 'nostalgic']",sad,happy,nostalgic,1.0
hit:8964_conv:17929,anxious,"['anxious', ' relieved', ' grateful']",anxious,relieved,grateful,1.0
hit:10562_conv:21125,faithful,"['grateful', ' afraid', ' relieved']",grateful,afraid,relieved,
hit:3645_conv:7291,content,"['joyful', 'relaxed', 'jealous']",joyful,relaxed,jealous,
hit:5767_conv:11535,embarrassed,"['embarrassed', ' awkward', ' disappointed']",embarrassed,awkward,disappointed,1.0
hit:9685_conv:19370,ashamed,"['guilty', ' ashamed', ' regretful']",guilty,ashamed,regretful,2.0
hit:11972_conv:23944,anxious,"['anxious', 'stressed', 'hopeful']",anxious,stressed,hopeful,1.0
hit:394_conv:788,jealous,"['angry', 'sad', 'concerned']",angry,sad,concerned,
hit:5369_conv:10739,annoyed,"['annoyed', ' frustrated', ' disappointed']",annoyed,frustrated,disappointed,1.0
hit:7922_conv:15844,annoyed,"['annoyed', 'angry', 'frustrated']",annoyed,angry,frustrated,1.0
hit:12021_conv:24042,apprehensive,"['anxious', ' suspicious', ' afraid']",anxious,suspicious,afraid,
hit:7150_conv:14300,furious,"['angry', 'frustrated', 'disappointed']",angry,frustrated,disappointed,
hit:8960_conv:17921,jealous,"['frustrated', 'disappointed', 'hopeful']",frustrated,disappointed,hopeful,
hit:2260_conv:4520,grateful,"['grateful', 'sad', 'compassionate']",grateful,sad,compassionate,1.0
hit:12061_conv:24123,content,"['anxious', ' relieved', ' hopeful']",anxious,relieved,hopeful,
hit:3897_conv:7795,grateful,"['guilty', 'ashamed', 'relieved']",guilty,ashamed,relieved,
hit:7158_conv:14316,lonely,"['nostalgic', 'sad', 'curious']",nostalgic,sad,curious,
hit:8631_conv:17262,anxious,"['anxious', ' disappointed', ' nervous']",anxious,disappointed,nervous,1.0
hit:4916_conv:9832,surprised,"['shocked', 'sad', 'anxious']",shocked,sad,anxious,
hit:7573_conv:15147,ashamed,"['guilty', ' satisfied', ' curious']",guilty,satisfied,curious,
hit:2667_conv:5334,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:5448_conv:10896,afraid,"['surprised', 'anxious', 'curious']",surprised,anxious,curious,
hit:8266_conv:16532,caring,"['happy', 'grateful', 'content']",happy,grateful,content,
hit:7687_conv:15374,grateful,"['frustrated', 'annoyed', 'grateful']",frustrated,annoyed,grateful,3.0
hit:8231_conv:16462,terrified,"['scared', 'unsettled', 'desensitized']",scared,unsettled,desensitized,
hit:9927_conv:19855,anxious,"['anxious', 'nervous', 'prepared']",anxious,nervous,prepared,1.0
hit:1718_conv:3437,embarrassed,"['embarrassed', ' annoyed', ' frustrated']",embarrassed,annoyed,frustrated,1.0
hit:8677_conv:17354,excited,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,1.0
hit:5918_conv:11836,nostalgic,"['nostalgic', 'hopeful', 'happy']",nostalgic,hopeful,happy,1.0
hit:6162_conv:12324,content,"['happy', 'content', 'hopeful']",happy,content,hopeful,2.0
hit:12329_conv:24659,impressed,"['grateful', ' relieved', ' surprised']",grateful,relieved,surprised,
hit:11_conv:22,afraid,"['grateful', 'relieved', 'anxious']",grateful,relieved,anxious,
hit:12358_conv:24717,nostalgic,"['nostalgic', ' content', ' amused']",nostalgic,content,amused,1.0
hit:6424_conv:12849,hopeful,"['grateful', ' relieved', ' anxious']",grateful,relieved,anxious,
hit:2419_conv:4838,hopeful,"['anxious', 'nervous', 'hopeful']",anxious,nervous,hopeful,3.0
hit:151_conv:303,joyful,"['joyful', ' relieved', ' surprised']",joyful,relieved,surprised,1.0
hit:3779_conv:7559,jealous,"['jealous', 'envious', 'angry']",jealous,envious,angry,1.0
hit:5390_conv:10781,hopeful,"['excited', ' happy', ' loving']",excited,happy,loving,
hit:6184_conv:12368,angry,"['angry', 'frustrated', 'sad']",angry,frustrated,sad,1.0
hit:9909_conv:19818,disgusted,"['disgusted', 'horrified', 'anxious']",disgusted,horrified,anxious,1.0
hit:11118_conv:22236,disappointed,"['frustrated', 'annoyed', 'disappointed']",frustrated,annoyed,disappointed,3.0
hit:11349_conv:22699,trusting,"['worried', 'grateful', 'hopeful']",worried,grateful,hopeful,
hit:4404_conv:8808,content,"['excited', 'happy', 'content']",excited,happy,content,3.0
hit:4705_conv:9411,anticipating,"['anxious', 'excited', 'impatient']",anxious,excited,impatient,
hit:8380_conv:16760,annoyed,"['annoyed', 'frustrated', 'concerned']",annoyed,frustrated,concerned,1.0
hit:11867_conv:23735,disappointed,"['disappointed', 'sad', 'relieved']",disappointed,sad,relieved,1.0
hit:11976_conv:23952,terrified,"['afraid', 'anxious', 'worried']",afraid,anxious,worried,
hit:3808_conv:7616,proud,"['proud', 'sad', 'relieved']",proud,sad,relieved,1.0
hit:11536_conv:23072,afraid,"['afraid', 'anxious', 'concerned']",afraid,anxious,concerned,1.0
hit:5837_conv:11675,afraid,"['afraid', 'relieved', 'anxious']",afraid,relieved,anxious,1.0
hit:9605_conv:19211,embarrassed,"['embarrassed', ' regretful', ' supportive']",embarrassed,regretful,supportive,1.0
hit:10351_conv:20702,faithful,"['faithful', 'hopeful', 'trustful']",faithful,hopeful,trustful,1.0
hit:12372_conv:24744,furious,"['angry', 'disappointed', 'frustrated']",angry,disappointed,frustrated,
hit:7180_conv:14361,prepared,"['anxious', 'prepared', 'fearful']",anxious,prepared,fearful,2.0
hit:7341_conv:14683,content,"['content', 'relieved', 'hopeful']",content,relieved,hopeful,1.0
hit:2054_conv:4108,excited,"['excited', 'hopeful', 'curious']",excited,hopeful,curious,1.0
hit:3156_conv:6312,proud,"['grateful', 'happy', 'sad']",grateful,happy,sad,
hit:6540_conv:13080,jealous,"['jealous', ' hopeful', ' envious']",jealous,hopeful,envious,1.0
hit:1730_conv:3461,excited,"['excited', ' hopeful', ' longing']",excited,hopeful,longing,1.0
hit:1056_conv:2112,joyful,"['excited', 'happy', 'content']",excited,happy,content,
hit:12274_conv:24548,furious,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,
hit:9810_conv:19620,confident,"['proud', ' excited', ' relieved']",proud,excited,relieved,
hit:10850_conv:21701,devastated,"['devastated', 'sad', 'supported']",devastated,sad,supported,1.0
hit:1528_conv:3057,furious,"['angry', ' disappointed', ' betrayed']",angry,disappointed,betrayed,
hit:5552_conv:11104,devastated,"['devastated', ' hopeless', ' overwhelmed']",devastated,hopeless,overwhelmed,1.0
hit:5672_conv:11345,embarrassed,"['embarrassed', ' amused', ' empathetic']",embarrassed,amused,empathetic,1.0
hit:6218_conv:12436,embarrassed,"['embarrassed', ' disgusted', ' awkward']",embarrassed,disgusted,awkward,1.0
hit:7357_conv:14714,apprehensive,"['anxious', ' hopeful', ' worried']",anxious,hopeful,worried,
hit:8507_conv:17015,disgusted,"['annoyed', 'disgusted', 'frustrated']",annoyed,disgusted,frustrated,2.0
hit:11878_conv:23756,annoyed,"['frustrated', 'annoyed', 'angry']",frustrated,annoyed,angry,2.0
hit:5539_conv:11078,jealous,"['jealous', ' envious', ' disappointed']",jealous,envious,disappointed,1.0
hit:759_conv:1518,sad,"['afraid', 'sad', 'protective']",afraid,sad,protective,2.0
hit:7799_conv:15599,content,"['content', 'relaxed', 'hopeful']",content,relaxed,hopeful,1.0
hit:5493_conv:10986,terrified,"['terrified', 'anxious', 'amused']",terrified,anxious,amused,1.0
hit:5948_conv:11897,prepared,"['worried', ' supportive', ' caring']",worried,supportive,caring,
hit:7689_conv:15378,furious,"['angry', 'disgusted', 'frustrated']",angry,disgusted,frustrated,
hit:7314_conv:14629,disappointed,"['disappointed', 'sad', 'relieved']",disappointed,sad,relieved,1.0
hit:9050_conv:18101,devastated,"['disappointed', 'sad', 'frustrated']",disappointed,sad,frustrated,
hit:8169_conv:16339,disgusted,"['angry', ' disappointed', ' frustrated']",angry,disappointed,frustrated,
hit:12022_conv:24044,embarrassed,"['embarrassed', ' annoyed', ' relieved']",embarrassed,annoyed,relieved,1.0
hit:4278_conv:8556,furious,"['worried', ' frustrated', ' anxious']",worried,frustrated,anxious,
hit:5240_conv:10481,surprised,"['surprised', 'relieved', 'annoyed']",surprised,relieved,annoyed,1.0
hit:7161_conv:14322,disgusted,"['disgusted', 'anxious', 'curious']",disgusted,anxious,curious,1.0
hit:5400_conv:10800,grateful,"['grateful', ' excited', ' happy']",grateful,excited,happy,1.0
hit:11319_conv:22639,furious,"['devastated', ' angry', ' relieved']",devastated,angry,relieved,
hit:3667_conv:7334,surprised,"['surprised', 'amused', 'confused']",surprised,amused,confused,1.0
hit:4569_conv:9139,joyful,"['excited', 'hopeful', 'happy']",excited,hopeful,happy,
hit:9625_conv:19251,disgusted,"['devastated', ' betrayed', ' disgusted']",devastated,betrayed,disgusted,3.0
hit:7213_conv:14427,afraid,"['terrified', ' afraid', ' relieved']",terrified,afraid,relieved,2.0
hit:8850_conv:17701,hopeful,"['surprised', ' amused', ' annoyed']",surprised,amused,annoyed,
hit:1174_conv:2349,sentimental,"['sad', 'relieved', 'hopeful']",sad,relieved,hopeful,
hit:2225_conv:4450,embarrassed,"['embarrassed', ' anxious', ' relieved']",embarrassed,anxious,relieved,1.0
hit:2556_conv:5112,terrified,"['anxious', 'hopeful', 'calm']",anxious,hopeful,calm,
hit:5864_conv:11729,anxious,"['worried', 'anxious', 'fearful']",worried,anxious,fearful,2.0
hit:10211_conv:20422,afraid,"['nervous', 'excited', 'lonely']",nervous,excited,lonely,
hit:2691_conv:5382,guilty,"['devastated', ' guilty', ' sympathetic']",devastated,guilty,sympathetic,2.0
hit:5416_conv:10832,disappointed,"['angry', 'frustrated', 'proud']",angry,frustrated,proud,
hit:9062_conv:18125,anxious,"['anxious', 'hopeful', 'nervous']",anxious,hopeful,nervous,1.0
hit:9148_conv:18297,excited,"['excited', 'nervous', 'hopeful']",excited,nervous,hopeful,1.0
hit:11753_conv:23506,anticipating,"['content', 'relaxed', 'hopeful']",content,relaxed,hopeful,
hit:1820_conv:3640,guilty,"['sad', 'guilty', 'sorry']",sad,guilty,sorry,2.0
hit:5103_conv:10206,guilty,"['guilty', 'sad', 'concerned']",guilty,sad,concerned,1.0
hit:9245_conv:18490,furious,"['annoyed', 'disappointed', 'frustrated']",annoyed,disappointed,frustrated,
hit:1267_conv:2534,sad,"['devastated', ' sad', ' shocked']",devastated,sad,shocked,2.0
hit:3335_conv:6671,grateful,"['grateful', ' relieved', ' thankful']",grateful,relieved,thankful,1.0
hit:1011_conv:2022,nostalgic,"['nostalgic', 'happy', 'content']",nostalgic,happy,content,1.0
hit:4619_conv:9238,nostalgic,"['nostalgic', ' happy', ' grateful']",nostalgic,happy,grateful,1.0
hit:6907_conv:13814,sad,"['sad', ' nostalgic', ' sympathetic']",sad,nostalgic,sympathetic,1.0
hit:10868_conv:21736,annoyed,"['annoyed', 'sad', 'frustrated']",annoyed,sad,frustrated,1.0
hit:9301_conv:18603,caring,"['caring', 'compassionate', 'sad']",caring,compassionate,sad,1.0
hit:10181_conv:20362,devastated,"['disappointed', 'sad', 'upset']",disappointed,sad,upset,
hit:36_conv:73,disgusted,"['disgusted', 'annoyed', 'tired']",disgusted,annoyed,tired,1.0
hit:9755_conv:19511,angry,"['angry', 'frustrated', 'furious']",angry,frustrated,furious,1.0
hit:6921_conv:13843,surprised,"['surprised', ' shocked', ' concerned']",surprised,shocked,concerned,1.0
hit:7187_conv:14375,surprised,"['excited', 'surprised', 'happy']",excited,surprised,happy,2.0
hit:10006_conv:20012,afraid,"['devastated', ' worried', ' anxious']",devastated,worried,anxious,
hit:3082_conv:6165,nostalgic,"['nostalgic', ' happy', ' surprised']",nostalgic,happy,surprised,1.0
hit:5439_conv:10878,trusting,"['angry', 'disappointed', 'frustrated']",angry,disappointed,frustrated,
hit:8850_conv:17700,lonely,"['lonely', 'frustrated', 'annoyed']",lonely,frustrated,annoyed,1.0
hit:4705_conv:9410,grateful,"['excited', 'happy', 'relieved']",excited,happy,relieved,
hit:7659_conv:15319,anxious,"['relieved', ' excited', ' grateful']",relieved,excited,grateful,
hit:8945_conv:17891,disappointed,"['disappointed', ' ashamed', ' understanding']",disappointed,ashamed,understanding,1.0
hit:1983_conv:3966,joyful,"['excited', 'happy', 'content']",excited,happy,content,
hit:4435_conv:8870,ashamed,"['guilty', 'surprised', 'comforting']",guilty,surprised,comforting,
hit:6088_conv:12176,furious,"['angry', ' relieved', ' content']",angry,relieved,content,
hit:7543_conv:15086,angry,"['angry', 'annoyed', 'frustrated']",angry,annoyed,frustrated,1.0
hit:8497_conv:16994,annoyed,"['annoyed', 'irritated', 'content']",annoyed,irritated,content,1.0
hit:179_conv:359,surprised,"['devastated', ' shocked', ' annoyed']",devastated,shocked,annoyed,
hit:5646_conv:11293,impressed,"['hopeful', ' impressed', ' supportive']",hopeful,impressed,supportive,2.0
hit:8128_conv:16256,angry,"['annoyed', 'frustrated', 'hopeful']",annoyed,frustrated,hopeful,
hit:8431_conv:16863,caring,"['happy', ' proud', ' interested']",happy,proud,interested,
hit:4075_conv:8151,furious,"['angry', 'disappointed', 'frustrated']",angry,disappointed,frustrated,
hit:6543_conv:13087,afraid,"['terrified', 'nervous', 'relieved']",terrified,nervous,relieved,
hit:10619_conv:21238,disappointed,"['sad', 'surprised', 'happy']",sad,surprised,happy,
hit:4389_conv:8778,trusting,"['worried', 'trusting', 'anxious']",worried,trusting,anxious,2.0
hit:126_conv:253,devastated,"['surprised', ' shocked', ' disappointed']",surprised,shocked,disappointed,
hit:3731_conv:7462,apprehensive,"['hopeful', ' relieved', ' excited']",hopeful,relieved,excited,
hit:10352_conv:20704,embarrassed,"['sad', ' relieved', ' frustrated']",sad,relieved,frustrated,
hit:1214_conv:2429,guilty,"['disappointed', ' embarrassed', ' lazy']",disappointed,embarrassed,lazy,
hit:9656_conv:19313,annoyed,"['annoyed', ' frustrated', ' disappointed']",annoyed,frustrated,disappointed,1.0
