conv_id,Original_Labels,Top_3_Emotion_Pred,1st_Emotion_Pred,2nd_Emotion_Pred,3rd_Emotion_Pred,Pred_Emo_Position
hit:7947_conv:15894,guilty,"['guilty', 'hopeful', 'content']",guilty,hopeful,content,1.0
hit:399_conv:799,joyful,"['grateful', 'proud', 'hopeful']",grateful,proud,hopeful,
hit:5434_conv:10868,excited,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,1.0
hit:5902_conv:11805,disappointed,"['disappointed', 'sad', 'angry']",disappointed,sad,angry,1.0
hit:6905_conv:13811,impressed,"['impressed', 'proud', 'surprised']",impressed,proud,surprised,1.0
hit:9278_conv:18557,confident,"['hopeful', ' prepared', ' grateful']",hopeful,prepared,grateful,
hit:3386_conv:6773,guilty,"['guilty', 'ashamed', 'sad']",guilty,ashamed,sad,1.0
hit:6410_conv:12821,afraid,"['anxious', 'terrified', 'afraid']",anxious,terrified,afraid,3.0
hit:9603_conv:19206,hopeful,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,1.0
hit:3919_conv:7838,lonely,"['lonely', ' hopeful', ' content']",lonely,hopeful,content,1.0
hit:471_conv:942,proud,"['grateful', ' proud', ' excited']",grateful,proud,excited,2.0
hit:5584_conv:11169,sentimental,"['nostalgic', 'sad', 'grateful']",nostalgic,sad,grateful,
hit:12143_conv:24287,joyful,"['proud', ' grateful', ' hopeful']",proud,grateful,hopeful,
hit:6057_conv:12115,caring,"['caring', 'grateful', 'hopeful']",caring,grateful,hopeful,1.0
hit:951_conv:1903,disappointed,"['embarrassed', 'sad', 'grateful']",embarrassed,sad,grateful,
hit:5134_conv:10268,sad,"['sad', ' nostalgic', ' anxious']",sad,nostalgic,anxious,1.0
hit:5273_conv:10546,lonely,"['lonely', 'sad', 'annoyed']",lonely,sad,annoyed,1.0
hit:7464_conv:14928,proud,"['proud', ' excited', ' hopeful']",proud,excited,hopeful,1.0
hit:8956_conv:17913,caring,"['grateful', 'hopeful', 'proud']",grateful,hopeful,proud,
hit:2161_conv:4322,confident,"['proud', ' confident', ' disappointed']",proud,confident,disappointed,2.0
hit:3619_conv:7239,nostalgic,"['nostalgic', 'hopeful', 'content']",nostalgic,hopeful,content,1.0
hit:6755_conv:13511,afraid,"['terrified', 'surprised', 'anxious']",terrified,surprised,anxious,
hit:8873_conv:17746,confident,"['hopeful', 'excited', 'content']",hopeful,excited,content,
hit:11284_conv:22569,annoyed,"['annoyed', 'grateful', 'proud']",annoyed,grateful,proud,1.0
hit:12079_conv:24159,impressed,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:1755_conv:3511,trusting,"['content', 'caring', 'hopeful']",content,caring,hopeful,
hit:3951_conv:7902,terrified,"['surprised', 'excited', 'anxious']",surprised,excited,anxious,
hit:10000_conv:20000,surprised,"['excited', ' grateful', ' joyful']",excited,grateful,joyful,
hit:3550_conv:7101,excited,"['excited', 'hopeful', 'anxious']",excited,hopeful,anxious,1.0
hit:5363_conv:10727,terrified,"['afraid', 'anxious', 'terrified']",afraid,anxious,terrified,3.0
hit:5822_conv:11645,sad,"['devastated', 'sad', 'hopeful']",devastated,sad,hopeful,2.0
hit:7200_conv:14400,content,"['content', ' hopeful', ' proud']",content,hopeful,proud,1.0
hit:10119_conv:20239,faithful,"['anxious', ' hopeful', ' grateful']",anxious,hopeful,grateful,
hit:3226_conv:6452,apprehensive,"['anxious', 'lonely', 'hopeful']",anxious,lonely,hopeful,
hit:4988_conv:9977,devastated,"['sad', ' hopeful', ' grateful']",sad,hopeful,grateful,
hit:5232_conv:10465,afraid,"['anxious', ' hopeful', ' trusting']",anxious,hopeful,trusting,
hit:6062_conv:12125,hopeful,"['hopeful', 'grateful', 'excited']",hopeful,grateful,excited,1.0
hit:6849_conv:13699,joyful,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:875_conv:1750,sad,"['grateful', ' hopeful', ' trusting']",grateful,hopeful,trusting,
hit:10773_conv:21546,anticipating,"['excited', 'anxious', 'hopeful']",excited,anxious,hopeful,
hit:3959_conv:7918,annoyed,"['angry', 'disappointed', 'anticipating']",angry,disappointed,anticipating,
hit:502_conv:1004,angry,"['angry', ' disgusted', ' furious']",angry,disgusted,furious,1.0
hit:511_conv:1022,sad,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,2.0
hit:6668_conv:13336,joyful,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,3.0
hit:142_conv:284,surprised,"['hopeful', 'anxious', 'grateful']",hopeful,anxious,grateful,
hit:3032_conv:6065,caring,"['sad', 'angry', 'grateful']",sad,angry,grateful,
hit:3202_conv:6405,afraid,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,1.0
hit:4768_conv:9536,guilty,"['ashamed', ' guilty', ' disgusted']",ashamed,guilty,disgusted,2.0
hit:6666_conv:13333,confident,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,3.0
hit:944_conv:1888,jealous,"['jealous', 'angry', 'surprised']",jealous,angry,surprised,1.0
hit:10816_conv:21633,faithful,"['lonely', 'guilty', 'content']",lonely,guilty,content,
hit:11024_conv:22048,prepared,"['excited', ' proud', ' surprised']",excited,proud,surprised,
hit:11439_conv:22878,impressed,"['proud', ' impressed', ' excited']",proud,impressed,excited,2.0
hit:1901_conv:3803,disgusted,"['disgusted', ' angry', ' ashamed']",disgusted,angry,ashamed,1.0
hit:3669_conv:7339,anticipating,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,
hit:7067_conv:14134,devastated,"['sad', 'devastated', 'nostalgic']",sad,devastated,nostalgic,2.0
hit:12280_conv:24560,impressed,"['impressed', 'excited', 'hopeful']",impressed,excited,hopeful,1.0
hit:426_conv:853,furious,"['angry', 'sad', 'apprehensive']",angry,sad,apprehensive,
hit:6649_conv:13299,sentimental,"['nostalgic', 'sad', 'disappointed']",nostalgic,sad,disappointed,
hit:6821_conv:13643,impressed,"['impressed', 'proud', 'grateful']",impressed,proud,grateful,1.0
hit:3102_conv:6204,surprised,"['surprised', 'disappointed', 'annoyed']",surprised,disappointed,annoyed,1.0
hit:4069_conv:8138,terrified,"['anxious', 'lonely', 'hopeful']",anxious,lonely,hopeful,
hit:4818_conv:9637,lonely,"['lonely', ' hopeful', ' grateful']",lonely,hopeful,grateful,1.0
hit:6574_conv:13149,devastated,"['devastated', 'angry', 'sad']",devastated,angry,sad,1.0
hit:9014_conv:18029,impressed,"['impressed', 'excited', 'hopeful']",impressed,excited,hopeful,1.0
hit:12272_conv:24545,prepared,"['proud', ' hopeful', ' grateful']",proud,hopeful,grateful,
hit:3288_conv:6576,terrified,"['anxious', 'afraid', 'annoyed']",anxious,afraid,annoyed,
hit:4421_conv:8842,nostalgic,"['nostalgic', ' joyful', ' hopeful']",nostalgic,joyful,hopeful,1.0
hit:4446_conv:8893,sentimental,"['devastated', 'sad', 'terrified']",devastated,sad,terrified,
hit:5708_conv:11417,furious,"['angry', 'embarrassed', 'hopeful']",angry,embarrassed,hopeful,
hit:8746_conv:17492,confident,"['proud', 'hopeful', 'excited']",proud,hopeful,excited,
hit:1479_conv:2959,lonely,"['lonely', 'hopeful', 'grateful']",lonely,hopeful,grateful,1.0
hit:2129_conv:4259,jealous,"['jealous', 'sad', 'angry']",jealous,sad,angry,1.0
hit:6726_conv:13453,guilty,"['anxious', 'guilty', 'embarrassed']",anxious,guilty,embarrassed,2.0
hit:11451_conv:22903,grateful,"['anxious', 'excited', 'afraid']",anxious,excited,afraid,
hit:3796_conv:7592,impressed,"['excited', ' impressed', ' proud']",excited,impressed,proud,2.0
hit:6743_conv:13486,confident,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:7349_conv:14698,sentimental,"['nostalgic', 'sad', 'grateful']",nostalgic,sad,grateful,
hit:8003_conv:16006,proud,"['proud', ' hopeful', ' excited']",proud,hopeful,excited,1.0
hit:8336_conv:16673,sad,"['sad', ' nostalgic', ' hopeful']",sad,nostalgic,hopeful,1.0
hit:10764_conv:21528,caring,"['grateful', ' annoyed', ' caring']",grateful,annoyed,caring,3.0
hit:11143_conv:22286,anxious,"['excited', 'anxious', 'hopeful']",excited,anxious,hopeful,2.0
hit:1456_conv:2912,confident,"['hopeful', 'excited', 'content']",hopeful,excited,content,
hit:6526_conv:13052,terrified,"['anxious', 'afraid', 'hopeful']",anxious,afraid,hopeful,
hit:794_conv:1589,lonely,"['angry', 'disappointed', 'sad']",angry,disappointed,sad,
hit:9994_conv:19988,sentimental,"['nostalgic', ' joyful', ' hopeful']",nostalgic,joyful,hopeful,
hit:1609_conv:3218,sad,"['sad', ' nostalgic', ' anxious']",sad,nostalgic,anxious,1.0
hit:2002_conv:4005,terrified,"['afraid', 'surprised', 'anxious']",afraid,surprised,anxious,
hit:2427_conv:4855,confident,"['proud', ' confident', ' grateful']",proud,confident,grateful,2.0
hit:7432_conv:14865,hopeful,"['excited', ' hopeful', ' anxious']",excited,hopeful,anxious,2.0
hit:9340_conv:18680,angry,"['angry', 'sad', 'anxious']",angry,sad,anxious,1.0
hit:10293_conv:20587,hopeful,"['hopeful', 'prepared', 'anticipating']",hopeful,prepared,anticipating,1.0
hit:224_conv:448,terrified,"['terrified', 'sad', 'anxious']",terrified,sad,anxious,1.0
hit:2849_conv:5698,guilty,"['guilty', 'embarrassed', 'content']",guilty,embarrassed,content,1.0
hit:3774_conv:7548,jealous,"['sad', ' angry', ' disappointed']",sad,angry,disappointed,
hit:6703_conv:13406,nostalgic,"['grateful', 'joyful', 'surprised']",grateful,joyful,surprised,
hit:12339_conv:24678,hopeful,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,2.0
hit:4196_conv:8392,lonely,"['lonely', 'sad', 'anxious']",lonely,sad,anxious,1.0
hit:6720_conv:13440,sad,"['embarrassed', 'annoyed', 'ashamed']",embarrassed,annoyed,ashamed,
hit:9271_conv:18542,excited,"['excited', 'joyful', 'nostalgic']",excited,joyful,nostalgic,1.0
hit:9759_conv:19518,grateful,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:10546_conv:21092,guilty,"['anxious', 'grateful', 'jealous']",anxious,grateful,jealous,
hit:11626_conv:23252,anxious,"['anxious', 'hopeful', 'grateful']",anxious,hopeful,grateful,1.0
hit:3111_conv:6223,excited,"['excited', ' hopeful', ' nostalgic']",excited,hopeful,nostalgic,1.0
hit:3377_conv:6755,angry,"['disappointed', 'angry', 'sad']",disappointed,angry,sad,2.0
hit:9217_conv:18434,sad,"['sad', 'lonely', 'disappointed']",sad,lonely,disappointed,1.0
hit:10857_conv:21715,sad,"['sad', ' hopeful', ' anxious']",sad,hopeful,anxious,1.0
hit:1774_conv:3549,annoyed,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,
hit:3816_conv:7632,hopeful,"['hopeful', 'excited', 'anxious']",hopeful,excited,anxious,1.0
hit:2308_conv:4617,caring,"['disappointed', 'hopeful', 'sad']",disappointed,hopeful,sad,
hit:7919_conv:15839,jealous,"['jealous', 'caring', 'excited']",jealous,caring,excited,1.0
hit:1158_conv:2316,proud,"['excited', 'proud', 'surprised']",excited,proud,surprised,2.0
hit:2173_conv:4346,embarrassed,"['ashamed', 'sad', 'surprised']",ashamed,sad,surprised,
hit:5274_conv:10548,lonely,"['lonely', ' hopeful', ' disappointed']",lonely,hopeful,disappointed,1.0
hit:1651_conv:3303,proud,"['proud', 'hopeful', 'content']",proud,hopeful,content,1.0
hit:2679_conv:5358,guilty,"['guilty', 'sad', 'ashamed']",guilty,sad,ashamed,1.0
hit:626_conv:1252,furious,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,
hit:6340_conv:12681,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,annoyed,surprised,1.0
hit:6378_conv:12757,content,"['content', ' hopeful', ' apprehensive']",content,hopeful,apprehensive,1.0
hit:11496_conv:22992,anticipating,"['excited', 'hopeful', 'joyful']",excited,hopeful,joyful,
hit:3189_conv:6379,impressed,"['proud', 'impressed', 'hopeful']",proud,impressed,hopeful,2.0
hit:8031_conv:16063,prepared,"['proud', 'hopeful', 'content']",proud,hopeful,content,
hit:2339_conv:4679,ashamed,"['ashamed', 'sad', 'annoyed']",ashamed,sad,annoyed,1.0
hit:2358_conv:4717,annoyed,"['angry', 'sad', 'disappointed']",angry,sad,disappointed,
hit:3130_conv:6260,angry,"['devastated', 'sad', 'annoyed']",devastated,sad,annoyed,
hit:4970_conv:9940,surprised,"['proud', 'hopeful', 'excited']",proud,hopeful,excited,
hit:6234_conv:12468,jealous,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:2667_conv:5335,angry,"['angry', 'disappointed', 'surprised']",angry,disappointed,surprised,1.0
hit:3332_conv:6664,terrified,"['afraid', 'surprised', 'sad']",afraid,surprised,sad,
hit:683_conv:1367,sentimental,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:7298_conv:14597,angry,"['annoyed', 'angry', 'sad']",annoyed,angry,sad,2.0
hit:11091_conv:22182,grateful,"['joyful', 'content', 'surprised']",joyful,content,surprised,
hit:11493_conv:22987,jealous,"['jealous', ' proud', ' confident']",jealous,proud,confident,1.0
hit:11560_conv:23120,ashamed,"['angry', ' guilty', ' hopeful']",angry,guilty,hopeful,
hit:2419_conv:4839,anxious,"['excited', ' grateful', ' annoyed']",excited,grateful,annoyed,
hit:5944_conv:11888,embarrassed,"['embarrassed', 'guilty', 'sad']",embarrassed,guilty,sad,1.0
hit:6952_conv:13904,guilty,"['guilty', 'embarrassed', 'content']",guilty,embarrassed,content,1.0
hit:9579_conv:19158,anxious,"['hopeful', 'anxious', 'confident']",hopeful,anxious,confident,2.0
hit:2554_conv:5109,confident,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,3.0
hit:3772_conv:7544,hopeful,"['excited', 'anxious', 'confident']",excited,anxious,confident,
hit:4501_conv:9003,excited,"['excited', 'hopeful', 'impressed']",excited,hopeful,impressed,1.0
hit:5831_conv:11663,faithful,"['faithful', 'trusting', 'hopeful']",faithful,trusting,hopeful,1.0
hit:11942_conv:23884,excited,"['excited', 'anticipating', 'hopeful']",excited,anticipating,hopeful,1.0
hit:1678_conv:3357,lonely,"['lonely', ' anxious', ' hopeful']",lonely,anxious,hopeful,1.0
hit:2579_conv:5159,trusting,"['disappointed', ' surprised', ' trusting']",disappointed,surprised,trusting,3.0
hit:4583_conv:9167,trusting,"['afraid', 'anxious', 'lonely']",afraid,anxious,lonely,
hit:5592_conv:11185,proud,"['proud', ' grateful', ' impressed']",proud,grateful,impressed,1.0
hit:308_conv:617,grateful,"['terrified', 'sad', 'grateful']",terrified,sad,grateful,3.0
hit:3939_conv:7879,afraid,"['afraid', 'anxious', 'annoyed']",afraid,anxious,annoyed,1.0
hit:4357_conv:8715,grateful,"['grateful', ' content', ' caring']",grateful,content,caring,1.0
hit:4487_conv:8975,devastated,"['devastated', 'sad', 'angry']",devastated,sad,angry,1.0
hit:8066_conv:16133,sad,"['sad', ' nostalgic', ' proud']",sad,nostalgic,proud,1.0
hit:964_conv:1928,lonely,"['lonely', 'sad', 'annoyed']",lonely,sad,annoyed,1.0
hit:10636_conv:21273,confident,"['proud', ' hopeful', ' disappointed']",proud,hopeful,disappointed,
hit:10897_conv:21795,excited,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,1.0
hit:10917_conv:21835,trusting,"['sad', 'hopeful', 'excited']",sad,hopeful,excited,
hit:9073_conv:18147,sentimental,"['nostalgic', ' grateful', ' content']",nostalgic,grateful,content,
hit:10187_conv:20374,jealous,"['angry', 'annoyed', 'surprised']",angry,annoyed,surprised,
hit:11016_conv:22032,faithful,"['sad', ' nostalgic', ' lonely']",sad,nostalgic,lonely,
hit:12332_conv:24664,ashamed,"['guilty', 'ashamed', 'anxious']",guilty,ashamed,anxious,2.0
hit:3961_conv:7922,devastated,"['sad', ' hopeful', ' anxious']",sad,hopeful,anxious,
hit:6532_conv:13065,furious,"['angry', 'annoyed', 'sad']",angry,annoyed,sad,
hit:7101_conv:14203,surprised,"['devastated', 'sad', 'surprised']",devastated,sad,surprised,3.0
hit:7116_conv:14233,ashamed,"['guilty', 'sad', 'anxious']",guilty,sad,anxious,
hit:4263_conv:8526,confident,"['excited', 'hopeful', 'proud']",excited,hopeful,proud,
hit:4744_conv:9489,proud,"['excited', ' proud', ' joyful']",excited,proud,joyful,2.0
hit:6093_conv:12186,sentimental,"['nostalgic', ' content', ' grateful']",nostalgic,content,grateful,
hit:7437_conv:14874,anxious,"['hopeful', 'prepared', 'excited']",hopeful,prepared,excited,
hit:7713_conv:15426,content,"['content', ' nostalgic', ' grateful']",content,nostalgic,grateful,1.0
hit:9454_conv:18909,excited,"['excited', 'jealous', 'hopeful']",excited,jealous,hopeful,1.0
hit:10166_conv:20333,devastated,"['devastated', ' disappointed', ' sad']",devastated,disappointed,sad,1.0
hit:11030_conv:22060,caring,"['grateful', ' proud', ' hopeful']",grateful,proud,hopeful,
hit:1128_conv:2257,confident,"['hopeful', 'excited', 'content']",hopeful,excited,content,
hit:2805_conv:5610,sad,"['proud', ' grateful', ' joyful']",proud,grateful,joyful,
hit:8364_conv:16728,terrified,"['anxious', ' hopeful', ' excited']",anxious,hopeful,excited,
hit:8816_conv:17632,impressed,"['impressed', 'excited', 'hopeful']",impressed,excited,hopeful,1.0
hit:10082_conv:20165,caring,"['grateful', ' proud', ' nostalgic']",grateful,proud,nostalgic,
hit:10731_conv:21462,sad,"['sad', ' disappointed', ' lonely']",sad,disappointed,lonely,1.0
hit:12193_conv:24387,caring,"['grateful', 'hopeful', 'content']",grateful,hopeful,content,
hit:3290_conv:6580,anticipating,"['excited', 'joyful', 'hopeful']",excited,joyful,hopeful,
hit:4135_conv:8270,proud,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,1.0
hit:1664_conv:3329,furious,"['angry', 'proud', 'confident']",angry,proud,confident,
hit:4471_conv:8942,anticipating,"['hopeful', 'excited', 'content']",hopeful,excited,content,
hit:8562_conv:17125,sad,"['devastated', ' sad', ' caring']",devastated,sad,caring,2.0
hit:8748_conv:17496,surprised,"['surprised', 'excited', 'hopeful']",surprised,excited,hopeful,1.0
hit:9002_conv:18004,nostalgic,"['nostalgic', 'hopeful', 'excited']",nostalgic,hopeful,excited,1.0
hit:11354_conv:22709,anticipating,"['excited', 'hopeful', 'confident']",excited,hopeful,confident,
hit:5199_conv:10399,sad,"['sad', ' nostalgic', ' hopeful']",sad,nostalgic,hopeful,1.0
hit:6137_conv:12275,devastated,"['sad', 'devastated', 'disappointed']",sad,devastated,disappointed,2.0
hit:785_conv:1571,confident,"['hopeful', 'sad', 'content']",hopeful,sad,content,
hit:8988_conv:17977,impressed,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:10986_conv:21972,caring,"['proud', ' caring', ' grateful']",proud,caring,grateful,2.0
hit:11339_conv:22678,anticipating,"['disappointed', 'sad', 'hopeful']",disappointed,sad,hopeful,
hit:12257_conv:24514,jealous,"['excited', ' hopeful', ' proud']",excited,hopeful,proud,
hit:320_conv:640,excited,"['excited', 'hopeful', 'nostalgic']",excited,hopeful,nostalgic,1.0
hit:6834_conv:13668,surprised,"['surprised', 'excited', 'hopeful']",surprised,excited,hopeful,1.0
hit:5697_conv:11394,angry,"['excited', 'hopeful', 'disappointed']",excited,hopeful,disappointed,
hit:108_conv:216,hopeful,"['hopeful', 'disappointed', 'content']",hopeful,disappointed,content,1.0
hit:9122_conv:18245,sad,"['disappointed', ' proud', ' hopeful']",disappointed,proud,hopeful,
hit:9394_conv:18789,apprehensive,"['anxious', ' hopeful', ' trusting']",anxious,hopeful,trusting,
hit:949_conv:1899,disgusted,"['sad', ' grateful', ' hopeful']",sad,grateful,hopeful,
hit:9699_conv:19398,surprised,"['grateful', 'excited', 'content']",grateful,excited,content,
hit:10103_conv:20207,jealous,"['excited', 'impressed', 'hopeful']",excited,impressed,hopeful,
hit:11551_conv:23103,content,"['content', 'hopeful', 'joyful']",content,hopeful,joyful,1.0
hit:1625_conv:3250,anticipating,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:3723_conv:7447,caring,"['caring', 'grateful', 'sad']",caring,grateful,sad,1.0
hit:11549_conv:23098,caring,"['grateful', 'excited', 'content']",grateful,excited,content,
hit:2554_conv:5108,lonely,"['lonely', 'proud', 'sad']",lonely,proud,sad,1.0
hit:344_conv:688,afraid,"['afraid', 'anxious', 'surprised']",afraid,anxious,surprised,1.0
hit:4708_conv:9416,impressed,"['excited', ' nostalgic', ' hopeful']",excited,nostalgic,hopeful,
hit:6413_conv:12827,surprised,"['surprised', 'disgusted', 'angry']",surprised,disgusted,angry,1.0
hit:77_conv:155,faithful,"['guilty', 'anxious', 'ashamed']",guilty,anxious,ashamed,
hit:156_conv:312,devastated,"['devastated', 'impressed', 'hopeful']",devastated,impressed,hopeful,1.0
hit:2311_conv:4623,disappointed,"['disappointed', ' anticipating', ' anxious']",disappointed,anticipating,anxious,1.0
hit:2639_conv:5278,confident,"['proud', 'confident', 'grateful']",proud,confident,grateful,2.0
hit:3838_conv:7677,angry,"['angry', 'terrified', 'annoyed']",angry,terrified,annoyed,1.0
hit:6800_conv:13600,nostalgic,"['nostalgic', ' hopeful', ' excited']",nostalgic,hopeful,excited,1.0
hit:1327_conv:2654,surprised,"['surprised', 'excited', 'sad']",surprised,excited,sad,1.0
hit:5009_conv:10018,terrified,"['afraid', 'angry', 'sad']",afraid,angry,sad,
hit:5622_conv:11245,disappointed,"['disappointed', 'anxious', 'prepared']",disappointed,anxious,prepared,1.0
hit:8201_conv:16403,surprised,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:10201_conv:20402,nostalgic,"['surprised', ' nostalgic', ' sad']",surprised,nostalgic,sad,2.0
hit:4162_conv:8324,disappointed,"['disappointed', ' annoyed', ' surprised']",disappointed,annoyed,surprised,1.0
hit:4390_conv:8781,jealous,"['angry', 'furious', 'proud']",angry,furious,proud,
hit:5002_conv:10004,sad,"['sad', ' nostalgic', ' hopeful']",sad,nostalgic,hopeful,1.0
hit:6133_conv:12267,jealous,"['jealous', 'hopeful', 'excited']",jealous,hopeful,excited,1.0
hit:8820_conv:17641,surprised,"['grateful', 'caring', 'hopeful']",grateful,caring,hopeful,
hit:11411_conv:22822,trusting,"['excited', 'afraid', 'hopeful']",excited,afraid,hopeful,
hit:11824_conv:23649,proud,"['proud', 'hopeful', 'content']",proud,hopeful,content,1.0
hit:1183_conv:2367,sad,"['nostalgic', ' hopeful', ' grateful']",nostalgic,hopeful,grateful,
hit:12374_conv:24748,surprised,"['disgusted', 'annoyed', 'surprised']",disgusted,annoyed,surprised,3.0
hit:3570_conv:7141,surprised,"['surprised', 'disappointed', 'angry']",surprised,disappointed,angry,1.0
hit:8234_conv:16468,impressed,"['proud', 'impressed', 'hopeful']",proud,impressed,hopeful,2.0
hit:4188_conv:8376,faithful,"['proud', 'trusting', 'hopeful']",proud,trusting,hopeful,
hit:4335_conv:8671,embarrassed,"['embarrassed', ' afraid', ' hopeful']",embarrassed,afraid,hopeful,1.0
hit:10128_conv:20257,afraid,"['angry', 'sad', 'apprehensive']",angry,sad,apprehensive,
hit:11093_conv:22187,hopeful,"['excited', 'proud', 'nostalgic']",excited,proud,nostalgic,
hit:2346_conv:4692,guilty,"['disappointed', 'sad', 'grateful']",disappointed,sad,grateful,
hit:3301_conv:6602,proud,"['excited', ' proud', ' hopeful']",excited,proud,hopeful,2.0
hit:6926_conv:13853,surprised,"['lonely', ' disappointed', ' hopeful']",lonely,disappointed,hopeful,
hit:11800_conv:23600,guilty,"['ashamed', ' guilty', ' hopeful']",ashamed,guilty,hopeful,2.0
hit:3839_conv:7678,disgusted,"['disgusted', 'embarrassed', 'anxious']",disgusted,embarrassed,anxious,1.0
hit:8114_conv:16228,joyful,"['excited', 'hopeful', 'content']",excited,hopeful,content,
hit:3923_conv:7846,trusting,"['anxious', ' disappointed', ' trusting']",anxious,disappointed,trusting,3.0
hit:6250_conv:12500,surprised,"['excited', 'surprised', 'hopeful']",excited,surprised,hopeful,2.0
hit:6319_conv:12638,anticipating,"['excited', ' hopeful', ' grateful']",excited,hopeful,grateful,
hit:6731_conv:13463,caring,"['proud', 'excited', 'joyful']",proud,excited,joyful,
hit:7162_conv:14325,sad,"['devastated', 'sad', 'angry']",devastated,sad,angry,2.0
hit:8442_conv:16884,surprised,"['surprised', 'excited', 'grateful']",surprised,excited,grateful,1.0
hit:8858_conv:17716,excited,"['excited', 'hopeful', 'grateful']",excited,hopeful,grateful,1.0
hit:10808_conv:21617,sad,"['lonely', 'sad', 'hopeful']",lonely,sad,hopeful,2.0
hit:4173_conv:8347,hopeful,"['hopeful', ' anticipating', ' joyful']",hopeful,anticipating,joyful,1.0
hit:5602_conv:11204,annoyed,"['annoyed', 'surprised', 'disgusted']",annoyed,surprised,disgusted,1.0
hit:7834_conv:15668,proud,"['proud', 'hopeful', 'content']",proud,hopeful,content,1.0
hit:8021_conv:16043,excited,"['excited', ' hopeful', ' joyful']",excited,hopeful,joyful,1.0
hit:9983_conv:19967,surprised,"['grateful', 'surprised', 'hopeful']",grateful,surprised,hopeful,2.0
hit:11973_conv:23946,content,"['content', 'grateful', 'hopeful']",content,grateful,hopeful,1.0
hit:12136_conv:24272,hopeful,"['excited', 'anxious', 'hopeful']",excited,anxious,hopeful,3.0
hit:5648_conv:11296,impressed,"['proud', 'excited', 'hopeful']",proud,excited,hopeful,
hit:10257_conv:20514,ashamed,"['guilty', 'sad', 'ashamed']",guilty,sad,ashamed,3.0
hit:1322_conv:2645,guilty,"['hopeful', 'content', 'anxious']",hopeful,content,anxious,
hit:4239_conv:8478,trusting,"['disappointed', ' annoyed', ' anticipating']",disappointed,annoyed,anticipating,
hit:5620_conv:11241,jealous,"['angry', 'annoyed', 'jealous']",angry,annoyed,jealous,3.0
hit:6517_conv:13034,surprised,"['surprised', 'excited', 'grateful']",surprised,excited,grateful,1.0
hit:2933_conv:5866,sad,"['nostalgic', ' proud', ' sentimental']",nostalgic,proud,sentimental,
hit:3111_conv:6222,angry,"['angry', 'guilty', 'confident']",angry,guilty,confident,1.0
hit:3362_conv:6725,angry,"['devastated', ' angry', ' hopeful']",devastated,angry,hopeful,2.0
hit:4099_conv:8198,content,"['grateful', 'hopeful', 'content']",grateful,hopeful,content,3.0
hit:4642_conv:9285,excited,"['excited', 'hopeful', 'content']",excited,hopeful,content,1.0
hit:6299_conv:12599,ashamed,"['embarrassed', 'anxious', 'surprised']",embarrassed,anxious,surprised,
hit:11083_conv:22166,terrified,"['terrified', 'excited', 'annoyed']",terrified,excited,annoyed,1.0
hit:3068_conv:6136,sentimental,"['nostalgic', 'excited', 'sentimental']",nostalgic,excited,sentimental,3.0
hit:4447_conv:8894,impressed,"['impressed', 'surprised', 'proud']",impressed,surprised,proud,1.0
hit:5112_conv:10225,devastated,"['joyful', 'trusting', 'sad']",joyful,trusting,sad,
hit:5230_conv:10461,disgusted,"['disgusted', 'annoyed', 'angry']",disgusted,annoyed,angry,1.0
hit:10302_conv:20605,guilty,"['guilty', 'grateful', 'hopeful']",guilty,grateful,hopeful,1.0
hit:5579_conv:11159,excited,"['excited', 'jealous', 'hopeful']",excited,jealous,hopeful,1.0
hit:5992_conv:11984,hopeful,"['excited', 'hopeful', 'content']",excited,hopeful,content,2.0
hit:7078_conv:14157,impressed,"['impressed', 'surprised', 'annoyed']",impressed,surprised,annoyed,1.0
hit:7173_conv:14346,jealous,"['disappointed', 'sad', 'angry']",disappointed,sad,angry,
hit:826_conv:1652,impressed,"['excited', 'proud', 'hopeful']",excited,proud,hopeful,
hit:10545_conv:21091,anxious,"['anxious', ' hopeful', ' anticipating']",anxious,hopeful,anticipating,1.0
